month,crime_category,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,previous_year_reg,previous_year_det,,
2022-04,Other I.P.C.,"8,429","7,182","5,901","5,004","16,993","13,994","13,086","10,962",,
2022-03,Murder,8,8,13,12,29,29,43,41,,
2022-03,Att.to.C.Murder,21,20,18,14,52,50,100,95,,
2022-03,Dacoity,1,1,1,1,5,5,6,4,,
2022-03,Prep.for Dacoity,,,,,,,,,,
2022-03,Robbery,95,58,56,41,217,168,206,179,,
2022-03,Robbery Chain Snatching,29,12,21,11,59,31,38,22,,
2022-03,Att.to.C.Robbery,,,,,,,,,,
2022-03,Extortion,22,11,18,12,58,38,87,64,,
2022-03,H.B.T.Day,76.5,28.5,61.5,31,197.5,96.5,221.5,92,,
2022-03,H.B.T.Night.,76.5,28.5,61.5,31,197.5,96.5,221.5,92,,
2022-03,Thefts.,862,145,347,124,"1,536",459,"1,129",393,,
2022-03,M.V.Thefts.,285,79,194,42,721,254,901,299,,
2022-03,Snatching,,,,,,,,,,
2022-03,Hurt,506,362,291,224,"1,114",912,"1,134",963,,
2022-03,Riots.,36,27,22,13,75,57,78,56,,
2022-03,Rape,79,57,56,42,205,168,233,171,,
2022-03,Molestation,250,152,167,118,561,407,522,380,,
2022-03,Other I.P.C.,"5,901","5,004","1,404",820,"8,577","6,674","5,255","3,479",,
2022-02,Murder,13,12,8,7,21,19,28,27,,
2022-02,Att.to.C.Murder,18,14,12,12,31,27,66,60,,
2022-02,Dacoity,1,1,2,2,3,3,4,3,,
2022-02,Prep.for Dacoity,,,,,,,,,,
2022-02,Robbery,56,41,65,51,121,96,140,121,,
2022-02,Robbery Chain Snatching,21,11,9,5,30,17,24,11,,
2022-02,Att.to.C.Robbery,,,,,,,,,,
2022-02,Extortion,18,12,18,8,36,25,62,48,,
2022-02,H.B.T.Day,62.5,31,59.5,20.5,121,59.5,164,63.5,,
2022-02,H.B.T.Night.,62.5,31,59.5,20.5,121,59.5,164,63.5,,
2022-02,Thefts.,347,124,328,116,675,275,763,248,,
2022-02,M.V.Thefts.,194,42,242,73,436,140,573,156,,
2022-02,Snatching,,,,,,,,,,
2022-02,Hurt,291,224,318,261,608,512,699,592,,
2022-02,Riots.,22,13,17,11,39,25,51,32,,
2022-02,Rape,56,42,62,48,120,99,153,114,,
2022-02,Molestation,167,118,143,97,310,229,319,234,,
2022-02,Other I.P.C.,"1,404",820,"1,282",659,"2,684","1,568","2,958","1,707",,
2022-01,Murder,8,7,10,10,8,7,12,12,,
2022-01,Att.to.C.Murder,12,12,17,15,12,12,36,34,,
2022-01,Dacoity,2,2,2,2,2,2,1,1,,
2022-01,Prep.for Dacoity,,,,,,,,,,
2022-01,Robbery,65,51,60,43,65,51,77,65,,
2022-01,Robbery Chain Snatching,9,5,8,3,9,5,12,4,,
2022-01,Att.to.C.Robbery,,,,,,,,,,
2022-01,Extortion,18,8,27,21,18,8,31,20,,
2022-01,H.B.T.Day,59.5,20.5,60,20,59.5,20.5,88,26.5,,
2022-01,H.B.T.Night.,59.5,20.5,60,20,59.5,20.5,88,26.5,,
2022-01,Thefts.,328,116,437,129,328,116,412,125,,
2022-01,M.V.Thefts.,242,73,270,59,242,73,325,59,,
2022-01,Snatching,,,,,,,,,,
2022-01,Hurt,318,261,282,198,318,261,341,268,,
2022-01,Riots.,17,11,19,17,17,11,30,15,,
2022-01,Rape,62,48,55,40,62,48,75,49,,
2022-01,Molestation,143,97,153,108,143,97,169,125,,
2022-01,Other I.P.C.,"1,282",659,"1,702","1,000","1,282",659,"1,444",744,,
2021-12,Murder,10,10,12,12,162,160,148,141,,
2021-12,Att.to.C.Murder,17,15,24,20,349,340,348,335,,
2021-12,Dacoity,2,2,1,1,16,16,15,14,,
2021-12,Prep.for Dacoity,,,,,,,,,,
2021-12,Robbery,60,43,57,47,749,684,614,531,,
2021-12,Robbery Chain Snatching,8,3,18,5,149,120,138,104,,
2021-12,Att.to.C.Robbery,,,,,,,,,,
2021-12,Extortion,27,21,20,13,280,229,204,179,,
2021-12,H.B.T.Day,120,40,139,43,"1,683",935,"1,645",811,,
2021-12,H.B.T.Night.,,,,,,,,,,
2021-12,Thefts.,437,129,380,108,"4,534","1,870","3,433","1,195",,
2021-12,M.V.Thefts.,270,59,236,58,"3,282","1,599","2,801","1,085",,
2021-12,Snatching,,,,,,,,,,
2021-12,Hurt,282,198,421,320,"4,262","3,971","3,808","3,407",,
2021-12,Riots.,19,17,27,25,318,285,324,268,,
2021-12,Rape,55,40,58,43,888,793,767,658,,
2021-12,Molestation,153,108,194,144,"2,076","1,751","1,945","1,592",,
2021-12,Other I.P.C.,"1,702","1,000","1,190",594,"45,908","40,440","34,878","30,070",,
2021-11,Murder,12,12,22,22,152,150,136,130,,
2021-11,Att.to.C.Murder,24,20,21,20,332,321,321,309,,
2021-11,Dacoity,1,1,0,0,13,13,14,13,,
2021-11,Prep.for Dacoity,,,,,,,,,,
2021-11,Robbery,57,47,76,61,689,633,557,471,,
2021-11,Robbery Chain Snatching,18,5,15,10,141,108,128,93,,
2021-11,Att.to.C.Robbery,,,,,,,,,,
2021-11,Extortion,20,13,19,13,252,203,179,158,,
2021-11,H.B.T.Day,69.5,21.5,76.5,24.5,781.5,425,749.5,358,,
2021-11,H.B.T.Night.,69.5,21.5,76.5,24.5,781.5,425,749.5,358,,
2021-11,Thefts.,380,108,432,129,"4,098","1,642","3,036","1,025",,
2021-11,M.V.Thefts.,236,58,310,94,"3,012","1,424","2,517",900,,
2021-11,Snatching,,,,,,,,,,
2021-11,Hurt,421,320,401,322,"3,979","3,691","3,466","3,026",,
2021-11,Riots.,27,25,25,16,299,260,291,240,,
2021-11,Rape,58,43,54,38,828,737,693,582,,
2021-11,Molestation,194,144,268,208,"1,920","1,606","1,772","1,422",,
2021-11,Other I.P.C.,"1,190",594,"1,314",664,"44,216","39,107","33,147","28,637",,
2021-10,Murder,22,22,8,7,140,138,124,118,,
2021-10,Att.to.C.Murder,21,20,22,19,307,300,283,274,,
2021-10,Dacoity,0,0,1,1,12,12,14,13,,
2021-10,Prep.for Dacoity,,,,,,,,,,
2021-10,Robbery,76,61,80,63,632,580,477,405,,
2021-10,Robbery Chain Snatching,15,10,11,6,123,95,108,76,,
2021-10,Att.to.C.Robbery,,,,,,,,,,
2021-10,Extortion,19,13,14,10,232,183,158,134,,
2021-10,H.B.T.Day,76.5,24.5,72.5,31,712.5,385.5,673.5,320,,
2021-10,H.B.T.Night.,76.5,24.5,72.5,31,712.5,385.5,673.5,320,,
2021-10,Thefts.,432,129,423,107,"3,716","1,450","2,676",891,,
2021-10,M.V.Thefts.,310,94,262,67,"2,773","1,280","2,223",752,,
2021-10,Snatching,,,,,,,,,,
2021-10,Hurt,401,322,310,251,"3,557","3,289","3,026","2,622",,
2021-10,Riots.,25,16,27,19,269,229,248,200,,
2021-10,Rape,54,38,66,50,762,668,616,518,,
2021-10,Molestation,268,208,215,150,"1,746","1,424","1,543","1,228",,
2021-10,Other I.P.C.,"1,314",664,"1,434",820,"43,013","38,276","31,655","27,272",,
2021-09,Murder,8,7,6,5,118,114,107,102,,
2021-09,Att.to.C.Murder,22,19,24,22,286,277,227,218,,
2021-09,Dacoity,1,1,0,0,12,12,11,10,,
2021-09,Prep.for Dacoity,,,,,,,,,,
2021-09,Robbery,80,63,66,55,557,509,409,348,,
2021-09,Robbery Chain Snatching,11,6,15,3,108,77,92,57,,
2021-09,Att.to.C.Robbery,,,,,,,,,,
2021-09,Extortion,14,10,19,13,212,167,137,115,,
2021-09,H.B.T.Day,72.5,31,86,22.5,636.5,332.5,593.5,266.5,,
2021-09,H.B.T.Night.,72.5,31,86,22.5,636.5,332.5,593.5,266.5,,
2021-09,Thefts.,423,107,445,111,"3,286","1,245","2,282",743,,
2021-09,M.V.Thefts.,262,67,301,61,"2,462","1,082","1,902",595,,
2021-09,Snatching,,,,,,,,,,
2021-09,Hurt,310,251,337,259,"3,157","2,893","2,564","2,209",,
2021-09,Riots.,27,19,35,20,243,204,213,165,,
2021-09,Rape,66,50,59,44,695,593,527,430,,
2021-09,Molestation,215,150,156,100,"1,488","1,197","1,313","1,008",,
2021-09,Other I.P.C.,"1,434",820,"1,900","1,206","41,700","37,308","29,624","25,651",,
2021-08,Murder,6,5,9,9,109,106,92,85,,
2021-08,Att.to.C.Murder,24,22,32,28,261,252,203,193,,
2021-08,Dacoity,0,0,3,2,12,8,10,8,,
2021-08,Prep.for Dacoity,,,,,,,,,,
2021-08,Robbery,66,55,66,58,477,434,355,299,,
2021-08,Robbery Chain Snatching,15,3,19,6,97,62,77,45,,
2021-08,Att.to.C.Robbery,,,,,,,,,,
2021-08,Extortion,19,13,36,21,198,154,121,99,,
2021-08,H.B.T.Day,86,27.5,86.5,27,563.5,274.5,505,225.5,,
2021-08,H.B.T.Night.,86,27.5,86.5,27,563.5,274.5,505,225.5,,
2021-08,Thefts.,445,111,388,93,"2,863","1,067","2,001",624,,
2021-08,M.V.Thefts.,301,61,275,60,"2,199",940,"1,609",484,,
2021-08,Snatching,,,,,,,,,,
2021-08,Hurt,337,259,313,250,"2,856","2,600","2,236","1,878",,
2021-08,Riots.,35,20,23,18,217,179,189,144,,
2021-08,Rape,59,44,58,35,619,514,440,346,,
2021-08,Molestation,156,100,152,95,"1,258",995,"1,117",836,,
2021-08,Other I.P.C.,"1,900","1,206","4,079","3,438","40,284","36,282","27,602","24,042",,
2021-07,Murder,9,9,19,18,103,100,82,76,,
2021-07,Att.to.C.Murder,32,28,35,35,237,229,179,166,,
2021-07,Dacoity,3,2,1,0,12,8,8,6,,
2021-07,Prep.for Dacoity,,,,,,,,,,
2021-07,Robbery,66,58,44,34,411,373,302,254,,
2021-07,Robbery Chain Snatching,19,6,15,4,82,54,61,40,,
2021-07,Att.to.C.Robbery,,,,,,,,,,
2021-07,Extortion,36,21,22,16,179,136,105,87,,
2021-07,H.B.T.Day,173,54,141,39,957,460,840,353,,
2021-07,H.B.T.Night.,,,,,,,,,,
2021-07,Thefts.,388,93,342,91,"2,419",912,"1,719",519,,
2021-07,M.V.Thefts.,275,60,276,63,"1,898",791,"1,359",390,,
2021-07,Snatching,,,,,,,,,,
2021-07,Hurt,313,250,323,264,"2,518","2,294","1,987","1,642",,
2021-07,Riots.,23,18,29,20,181,155,171,120,,
2021-07,Rape,58,35,66,44,550,445,377,299,,
2021-07,Molestation,152,95,146,89,"1,100",860,985,733,,
2021-07,Other I.P.C.,"4,079","3,438","7,598","6,925","38,390","34,915","25,499","22,249",,
2021-06,Murder,19,18,22,20,93,89,72,66,,
2021-06,Att.to.C.Murder,35,35,42,38,204,199,157,147,,
2021-06,Dacoity,1,0,0,0,9,6,5,4,,
2021-06,Prep.for Dacoity,,,,,,,,,,
2021-06,Robbery,44,34,55,48,345,304,268,226,,
2021-06,Robbery Chain Snatching,15,4,6,4,63,37,56,36,,
2021-06,Att.to.C.Robbery,,,,,,,,,,
2021-06,Extortion,22,16,21,15,143,114,93,81,,
2021-06,H.B.T.Day,70.5,19.5,52.5,18.5,392,180.5,332,136,,
2021-06,H.B.T.Night.,70.5,19.5,52.5,18.5,392,180.5,332,136,,
2021-06,Thefts.,342,91,303,106,"2,031",768,"1,509",448,,
2021-06,M.V.Thefts.,276,63,247,49,"1,621",645,"1,118",268,,
2021-06,Snatching,,,,,,,,,,
2021-06,Hurt,323,264,419,322,"2,207","1,990","1,768","1,379",,
2021-06,Riots.,29,20,33,28,158,128,144,98,,
2021-06,Rape,66,44,71,43,475,369,324,251,,
2021-06,Molestation,146,89,136,86,939,697,900,657,,
2021-06,Other I.P.C.,"7,598","6,925","13,613","13,063","34,300","31,291","17,769","15,048",,
2021-05,Murder,22,20,7,6,73,69,58,53,,
2021-05,Att.to.C.Murder,42,38,27,24,169,161,122,116,,
2021-05,Dacoity,0,0,1,1,8,6,5,4,,
2021-05,Prep.for Dacoity,,,,,,,,,,
2021-05,Robbery,55,48,40,28,300,265,247,206,,
2021-05,Robbery Chain Snatching,6,4,4,2,48,30,44,34,,
2021-05,Att.to.C.Robbery,,,,,,,,,,
2021-05,Extortion,21,15,12,5,120,91,84,74,,
2021-05,H.B.T.Day,52.5,18.5,47.5,15.5,320.5,147,279.5,115.5,,
2021-05,H.B.T.Night.,52.5,18.5,47.5,15.5,320.5,147,279.5,115.5,,
2021-05,Thefts.,303,106,258,66,"1,690",632,"1,383",416,,
2021-05,M.V.Thefts.,247,49,198,39,"1,345",509,883,220,,
2021-05,Snatching,,,,,,,,,,
2021-05,Hurt,419,322,321,246,"1,874","1,627","1,466","1,122",,
2021-05,Riots.,33,28,27,19,138,114,132,94,,
2021-05,Rape,71,43,66,41,395,295,276,220,,
2021-05,Molestation,136,86,139,94,792,599,797,594,,
2021-05,Other I.P.C.,"13,613","13,063","7,844","7,326","26,692","24,140","12,994","10,671",,
2021-04,Murder,7,6,15,14,50,47,47,42,,
2021-04,Att.to.C.Murder,27,24,34,32,128,121,104,98,,
2021-04,Dacoity,1,1,2,1,7,5,4,3,,
2021-04,Prep.for Dacoity,,,,,,,,,,
2021-04,Robbery,40,28,66,54,246,215,237,201,,
2021-04,Robbery Chain Snatching,4,2,14,7,42,26,42,32,,
2021-04,Att.to.C.Robbery,,,,,,,,,,
2021-04,Extortion,12,5,25,14,99,72,80,72,,
2021-04,H.B.T.Day,95,31,115,28,537,237,510,222,,
2021-04,H.B.T.Night.,,,,,,,,,,
2021-04,Thefts.,258,66,366,104,"1,387",495,"1,332",407,,
2021-04,M.V.Thefts.,198,39,329,78,"1,098",405,725,214,,
2021-04,Snatching,,,,,,,,,,
2021-04,Hurt,321,246,435,340,"1,455","1,263","1,214","1,003",,
2021-04,Riots.,27,19,27,19,105,79,108,77,,
2021-04,Rape,66,41,70,40,312,234,256,206,,
2021-04,Molestation,138,93,201,134,660,492,741,569,,
2021-04,Other I.P.C.,"7,843","7,326","2,308","1,602","13,086","10,962","11,118","9,013",,
2021-03,Murder,15,14,15,14,43,41,39,35,,
2021-03,Att.to.C.Murder,34,32,31,26,100,95,93,89,,
2021-03,Dacoity,2,1,2,1,6,4,4,3,,
2021-03,Prep.for Dacoity,,,,,,,,,,
2021-03,Robbery,66,54,63,52,206,179,220,189,,
2021-03,Robbery Chain Snatching,14,7,12,2,38,22,42,32,,
2021-03,Att.to.C.Robbery,,,,,,,,,,
2021-03,Extortion,25,14,31,27,87,64,76,67,,
2021-03,H.B.T.Day,57.5,14,76.5,25,221.5,92,222,100.5,,
2021-03,H.B.T.Night.,57.5,14,76.5,25,221.5,92,222,100.5,,
2021-03,Thefts.,366,104,350,95,"1,129",393,"1,298",404,,
2021-03,M.V.Thefts.,329,78,248,50,901,299,641,203,,
2021-03,Snatching,,,,,,,,,,
2021-03,Hurt,435,340,359,287,"1,134",963,"1,080",918,,
2021-03,Riots.,27,19,21,12,78,56,94,71,,
2021-03,Rape,70,40,73,52,233,171,239,199,,
2021-03,Molestation,201,134,229,152,522,380,705,555,,
2021-03,Other I.P.C.,"2,308","1,602","1,440",832,"5,255","3,479","5,840","4,030",,
2021-02,Murder,15,14,12,12,28,27,27,25,,
2021-02,Att.to.C.Murder,31,26,36,34,66,60,65,62,,
2021-02,Dacoity,2,1,1,1,4,3,3,2,,
2021-02,Prep.for Dacoity,,,,,,,,,,
2021-02,Robbery,63,52,77,65,140,121,166,138,,
2021-02,Robbery Chain Snatching,12,2,12,4,24,11,28,18,,
2021-02,Att.to.C.Robbery,,,,,,,,,,
2021-02,Extortion,31,27,31,20,62,48,63,54,,
2021-02,H.B.T.Day,76.5,25,88,26.5,164,63.5,166.5,67,,
2021-02,H.B.T.Night.,76.5,25,88,26.5,164,63.5,166.5,67,,
2021-02,Thefts.,350,95,412,125,763,248,997,285,,
2021-02,M.V.Thefts.,248,50,325,59,573,156,448,141,,
2021-02,Snatching,,,,,,,,,,
2021-02,Hurt,359,287,341,268,699,592,758,627,,
2021-02,Riots.,21,12,30,15,51,32,51,37,,
2021-02,Rape,73,52,75,49,153,114,160,128,,
2021-02,Molestation,151,101,169,125,319,234,469,376,,
2021-02,Other I.P.C.,"1,518",883,"1,444",744,"2,958","1,707","3,587","2,164",,
2021-01,Murder,12,12,11,10,12,12,7,7,,
2021-01,Att.to.C.Murder,36,34,25,23,36,34,34,31,,
2021-01,Dacoity,1,1,1,1,1,1,1,1,,
2021-01,Prep.for Dacoity,,,,,,,,,,
2021-01,Robbery,77,65,56,42,77,65,87,74,,
2021-01,Robbery Chain Snatching,12,4,10,3,12,4,11,5,,
2021-01,Att.to.C.Robbery,,,,,,,,,,
2021-01,Extortion,31,20,26,20,31,20,25,19,,
2021-01,H.B.T.Day,88,26.5,73.5,22.5,88,26.5,95.5,33.5,,
2021-01,H.B.T.Night.,88,26.5,73.5,22.5,88,26.5,95.5,33.5,,
2021-01,Thefts.,412,125,398,86,412,125,514,156,,
2021-01,M.V.Thefts.,325,59,286,53,325,59,246,63,,
2021-01,Snatching,,,,,,,,,,
2021-01,Hurt,341,268,346,263,341,268,372,297,,
2021-01,Riots.,30,15,32,20,30,15,29,15,,
2021-01,Rape,75,49,62,45,75,49,80,60,,
2021-01,Molestation,169,125,171,118,169,125,224,172,,
2021-01,Other I.P.C.,"1,443",745,"1,742","1,130","1,443",745,"1,776",988,,
2020-12,Murder,11,10,12,11,148,141,165,158,,
2020-12,Att.to.C.Murder,25,23,38,33,348,335,343,334,,
2020-12,Dacoity,1,1,0,0,15,14,21,21,,
2020-12,Prep.for Dacoity,,,,,,,,,,
2020-12,Robbery,56,42,79,60,614,531,988,896,,
2020-12,Robbery Chain Snatching,10,3,20,9,138,104,156,128,,
2020-12,Att.to.C.Robbery,,,,,,,,,,
2020-12,Extortion,26,20,22,20,204,179,253,218,,
2020-12,H.B.T.Day,73.5,22.5,76,18.5,822.5,405.5,1029,482.5,,
2020-12,H.B.T.Night.,73.5,22.5,76,18.5,822.5,405.5,1029,482.5,,
2020-12,Thefts.,398,86,360,82,"3,433","1,195","5,888","2,126",,
2020-12,M.V.Thefts.,286,53,294,59,"2,801","1,085","2,693","1,157",,
2020-12,Snatching,,,,,,,,,,
2020-12,Hurt,346,263,442,319,"3,808","3,407","4,372","4,076",,
2020-12,Riots.,32,20,42,29,324,268,375,330,,
2020-12,Rape,62,45,65,42,767,658,"1,015",931,,
2020-12,Molestation,171,118,224,158,"1,945","1,592","2,678","2,277",,
2020-12,Other I.P.C.,"1,742","1,130","1,508",863,"34,878","30,070","20,926","15,185",,
2020-11,Murder,12,11,17,15,136,130,150,141,,
2020-11,Att.to.C.Murder,38,33,55,51,321,309,306,295,,
2020-11,Dacoity,0,0,2,2,14,13,18,17,,
2020-11,Prep.for Dacoity,,,,,,,,,,
2020-11,Robbery,79,60,69,46,557,471,892,812,,
2020-11,Robbery Chain Snatching,20,9,16,7,128,93,138,111,,
2020-11,Att.to.C.Robbery,,,,,,,,,,
2020-11,Extortion,22,20,21,18,179,158,221,185,,
2020-11,H.B.T.Day,76,28.5,80,21,749.5,358,944.5,431.5,,
2020-11,H.B.T.Night.,76,28.5,80,21,749.5,358,944.5,431.5,,
2020-11,Thefts.,360,82,396,100,"3,036","1,025","5,347","1,837",,
2020-11,M.V.Thefts.,294,59,322,59,"2,517",900,"2,438","1,004",,
2020-11,Snatching,,,,,,,,,,
2020-11,Hurt,442,319,464,315,"3,466","3,026","4,004","3,653",,
2020-11,Riots.,42,29,34,26,291,240,342,292,,
2020-11,Rape,65,42,80,61,693,582,913,816,,
2020-11,Molestation,224,158,230,159,"1,772","1,422","2,393","1,995",,
2020-11,Other I.P.C.,"1,508",863,"2,038","1,394","33,147","28,637","17,521","11,974",,
2020-10,Murder,17,15,14,14,124,118,137,128,,
2020-10,Att.to.C.Murder,55,51,23,21,283,274,278,266,,
2020-10,Dacoity,2,2,1,1,14,13,15,14,,
2020-10,Prep.for Dacoity,,,,,,,,,,
2020-10,Robbery,69,46,53,39,477,405,808,736,,
2020-10,Robbery Chain Snatching,16,7,15,7,108,76,129,99,,
2020-10,Att.to.C.Robbery,,,,,,,,,,
2020-10,Extortion,21,18,16,10,158,134,192,161,,
2020-10,H.B.T.Day,80,21,88,26,673.5,320,849.5,382,,
2020-10,H.B.T.Night.,80,21,88,26,673.5,320,849.5,382,,
2020-10,Thefts.,396,100,281,77,"2,676",891,"4,816","1,667",,
2020-10,M.V.Thefts.,322,59,293,49,"2,223",752,"2,214",906,,
2020-10,Snatching,,,,,,,,,,
2020-10,Hurt,464,315,329,242,"3,026","2,622","3,635","3,284",,
2020-10,Riots.,34,26,25,17,248,200,316,273,,
2020-10,Rape,80,61,78,55,616,518,821,726,,
2020-10,Molestation,230,159,199,129,"1,549","1,230","2,175","1,794",,
2020-10,Other I.P.C.,"2,038","1,394","2,029","1,459","31,649","27,270","15,882","10,841",,
2020-09,Murder,14,14,10,9,107,102,120,116,,
2020-09,Att.to.C.Murder,23,21,24,24,227,218,240,230,,
2020-09,Dacoity,1,1,2,1,11,10,14,13,,
2020-09,Prep.for Dacoity,,,,,,,,,,
2020-09,Robbery,53,39,53,41,409,348,727,665,,
2020-09,Robbery Chain Snatching,15,7,16,2,92,57,120,88,,
2020-09,Att.to.C.Robbery,,,,,,,,,,
2020-09,Extortion,16,10,16,9,137,115,176,146,,
2020-09,H.B.T.Day,88,26,85.5,26.5,593,266.5,770,337,,
2020-09,H.B.T.Night.,88,26,85.5,26.5,593,266.5,770,337,,
2020-09,Thefts.,281,77,282,79,"2,282",743,"4,286",1515,,
2020-09,M.V.Thefts.,293,49,250,36,"1,902",595,"1,995",814,,
2020-09,Snatching,,,,,,,,,,
2020-09,Hurt,329,242,249,171,"2,564","2,209","3,247","2,944",,
2020-09,Riots.,25,17,18,12,213,165,278,243,,
2020-09,Rape,78,55,54,34,527,430,742,661,,
2020-09,Molestation,199,129,129,84,"1,317","1,010","1,985","1,632",,
2020-09,Other I.P.C.,"2,029","1,459","2,114","1,677","29,620","25,649","14,498","9,982",,
2020-08,Murder,10,9,10,10,92,85,109,105,,
2020-08,Att.to.C.Murder,24,24,18,13,203,193,206,199,,
2020-08,Dacoity,2,1,3,2,10,8,12,12,,
2020-08,Prep.for Dacoity,,,,,,,,,,
2020-08,Robbery,53,41,34,23,355,299,659,603,,
2020-08,Robbery Chain Snatching,16,2,5,1,77,45,116,80,,
2020-08,Att.to.C.Robbery,,,,,,,,,,
2020-08,Extortion,16,9,12,6,121,99,153,126,,
2020-08,H.B.T.Day,85.5,26.5,88,23.5,505,225.5,686,293.5,,
2020-08,H.B.T.Night.,85.5,26.5,88,23.5,505,225.5,686,293.5,,
2020-08,Thefts.,282,79,210,40,"2,001",624,"3,801","1,363",,
2020-08,M.V.Thefts.,250,36,241,37,"1,609",484,"1,786",691,,
2020-08,Snatching,,,,,,,,,,
2020-08,Hurt,249,171,224,157,"2,236","1,878","2,937","2,656",,
2020-08,Riots.,18,12,24,16,189,144,244,214,,
2020-08,Rape,54,34,48,38,440,346,668,584,,
2020-08,Molestation,129,84,87,43,"1,117",836,"1,785","1,452",,
2020-08,Other I.P.C.,"2,114","1,677","7,735","7,211","27,602","24,042","13,177","8,980",,
2020-07,Murder,13,12,10,10,72,66,78,75,,
2020-07,Att.to.C.Murder,36,29,19,17,157,147,150,145,,
2020-07,Dacoity,0,0,1,1,5,4,10,9,,
2020-07,Prep.for Dacoity,,,,,,,,,,
2020-07,Robbery,21,15,10,3,268,226,477,414,,
2020-07,Robbery Chain Snatching,12,2,2,2,56,36,79,47,,
2020-07,Att.to.C.Robbery,,,,,,,,,,
2020-07,Extortion,9,6,4,2,93,81,105,79,,
2020-07,H.B.T.Day,52.5,13,24.5,4.5,332,131,489.5,204.5,,
2020-07,H.B.T.Night.,52.5,13,24.5,4.5,332,131,489.5,204.5,,
2020-07,Thefts.,126,25,51,7,"1,509",448,"2,774",948,,
2020-07,M.V.Thefts.,235,31,158,3,"1,118",268,"1,295",481,,
2020-07,Snatching,,,,,,,,,,
2020-07,Hurt,302,189,252,110,"1,768","1,379","2,315","2,018",,
2020-07,Riots.,12,2,24,15,144,98,211,178,,
2020-07,Rape,46,26,19,12,324,251,505,435,,
2020-07,Molestation,103,49,55,26,900,657,"1,343","1,044",,
2020-07,Other I.P.C.,"4,777","4,385","1,878","1,611","17,769","15,048","9,603","6,489",,
2020-06,Murder,10,10,13,12,82,76,94,92,,
2020-06,Att.to.C.Murder,18,13,36,29,179,166,186,180,,
2020-06,Dacoity,3,2,0,0,8,6,10,9,,
2020-06,Prep.for Dacoity,,,,,,,,,,
2020-06,Robbery,34,23,21,15,302,254,565,506,,
2020-06,Robbery Chain Snatching,5,1,12,2,61,40,91,59,,
2020-06,Att.to.C.Robbery,,,,,,,,,,
2020-06,Extortion,12,6,9,6,105,87,131,103,,
2020-06,H.B.T.Day,176,47,105,26,840,353,"1,182",475,,
2020-06,H.B.T.Night.,,,,,,,,,,
2020-06,Thefts.,210,40,126,25,"1,719",519,"3,315","1,142",,
2020-06,M.V.Thefts.,241,37,235,31,"1,359",390,"1,560",567,,
2020-06,Snatching,,,,,,,,,,
2020-06,Hurt,224,157,302,189,"1,987","1,642","2,620","2,333",,
2020-06,Riots.,24,16,12,2,171,120,230,200,,
2020-06,Rape,48,38,46,26,377,299,583,504,,
2020-06,Molestation,87,43,103,49,985,733,"1,546","1,241",,
2020-06,Other I.P.C.,"7,735","7,211","4,777","4,385","25,499","22,249","11,560","7,810",,
2020-05,Murder,10,10,8,7,58,53,63,61,,
2020-05,Att.to.C.Murder,19,17,11,8,122,116,125,119,,
2020-05,Dacoity,1,1,0,0,5,4,8,8,,
2020-05,Prep.for Dacoity,,,,,,,,,,
2020-05,Robbery,10,3,17,12,247,206,393,337,,
2020-05,Robbery Chain Snatching,2,2,0,0,44,34,64,34,,
2020-05,Att.to.C.Robbery,,,,,,,,,,
2020-05,Extortion,4,2,4,4,84,74,90,64,,
2020-05,H.B.T.Day,24.5,4.5,33,10,279.5,115.5,398,157,,
2020-05,H.B.T.Night.,24.5,4.5,33,10,279.5,115.5,398,157,,
2020-05,Thefts.,51,7,34,2,"1,383",416,"2,271",782,,
2020-05,M.V.Thefts.,158,3,84,7,883,220,"1,066",373,,
2020-05,Snatching,,,,,,,,,,
2020-05,Hurt,252,110,134,74,"1,466","1,122","1,862","1,639",,
2020-05,Riots.,24,15,14,6,132,94,172,143,,
2020-05,Rape,19,12,17,6,276,220,401,345,,
2020-05,Molestation,56,26,36,12,797,594,"1,108",859,,
2020-05,Other I.P.C.,"1,877","1,611","5,278","4,955","12,994","10,671","7,708","5,208",,
2020-04,Murder,8,7,12,10,47,42,54,52,,
2020-04,Att.to.C.Murder,11,8,27,25,104,98,103,98,,
2020-04,Dacoity,0,0,1,0,4,3,6,6,,
2020-04,Prep.for Dacoity,,,,,,,,,,
2020-04,Robbery,17,12,55,47,237,201,331,288,,
2020-04,Robbery Chain Snatching,0,0,14,9,42,32,51,30,,
2020-04,Att.to.C.Robbery,,,,,,,,,,
2020-04,Extortion,4,4,13,9,80,72,73,54,,
2020-04,H.B.T.Day,33,10,55,16.5,255,111,317.5,128,,
2020-04,H.B.T.Night.,33,10,55,16.5,255,111,317.5,128,,
2020-04,Thefts.,34,2,301,81,"1,332",407,"1,760",625,,
2020-04,M.V.Thefts.,84,7,193,35,725,214,853,296,,
2020-04,Snatching,,,,,,,,,,
2020-04,Hurt,134,74,324,234,"1,214","1,003","1,472","1,279",,
2020-04,Riots.,14,6,42,28,108,77,140,114,,
2020-04,Rape,17,6,73,58,256,206,303,254,,
2020-04,Molestation,36,12,235,161,741,569,904,688,,
2020-04,Other I.P.C.,"5,278","4,955","2,260","1,731","11,118","9,013","6,335","4,312",,
2020-03,Murder,12,10,20,18,39,35,34,32,,
